##################################################################################################
# Global oscillation parameters of the SYD pipeline for KASC WG1 stars, based on 2015 analysis 
# of all SC data prepared by Rasmus Handberg & Mikkel Lund. 
#
# Solar reference values of SYD pipeline:
# Dnu(Sun): 135.1 +/- 0.1 muHz
# numax(Sun): 3090 +/- 30 muHz
# NOTE: uncertainties are the scatter of 111 30d subsets of VIRGO green channel data 
# (see Huber et al. 2011)
#
# range_low + range_up: minimum + maximum frequency used to calculate Dnu
# numax + sig_numax: frequency of maximum power + 1-sigma uncertainty
# Dnu + sig_Dnu: large frequency separation + 1-sigma uncertainty
# Length: Length of input SC time series in days
# DetFlag: Status flag of detection (0=good,1=numax unreliable,2=Dnu unreliable)
# SrcFlag: Source of detection (0=reprocessed 2015 data, 1=Chaplin et al. 2014 analysis)
#
# DH  Jul 30 2015
##################################################################################################
    KIC    |  range_low |  range_up  |   numax    | sig_numax |   dnu    | sig_dnu | Length  | DetFlag | SrcFlag
  10858780  |   802.452  |  1961.548  |  1389.228  |  133.124  |  76.201  |  1.409  |    9.7  |  0      |  0
  10873176  |   476.710  |  1165.290  |   832.834  |   34.805  |  48.342  |  0.532  |   92.6  |  0      |  0
  10909629  |   510.968  |  1249.032  |   886.681  |   19.087  |  49.467  |  0.138  |  360.2  |  0      |  0
  10923629  |   458.710  |  1121.290  |   751.526  |   16.855  |  42.207  |  0.229  |   87.7  |  0      |  0
  10937782  |   156.194  |   381.806  |   266.800  |    2.796  |  19.470  |  0.106  |  177.7  |  0      |  0
  10959362  |   484.839  |  1185.161  |   851.625  |   55.046  |  45.437  |  1.633  |   26.1  |  0      |  0
  10963065  |  1268.129  |  3099.871  |  2177.336  |   12.416  | 103.211  |  0.040  |  769.5  |  0      |  0
  10971974  |  1380.194  |  3373.807  |  2347.024  |  201.088  | 106.633  |  2.425  |   24.9  |  0      |  0
  10972252  |   474.387  |  1159.613  |   818.958  |   33.974  |  44.450  |  0.932  |   33.4  |  0      |  0
  10972873  |   603.871  |  1476.129  |  1036.851  |    6.477  |  58.402  |  0.036  |  890.9  |  0      |  0
  10976896  |   431.419  |  1054.581  |   741.972  |   25.623  |  44.737  |  0.739  |   30.0  |  0      |  0
  10990438  |   179.419  |   438.581  |   302.067  |    7.900  |  21.019  |  0.454  |   24.9  |  0      |  0
  11021413  |   470.903  |  1151.097  |   813.048  |   15.950  |  48.164  |  0.627  |   30.0  |  0      |  0
  11026764  |   519.677  |  1270.323  |   890.497  |    4.541  |  50.545  |  0.053  | 1049.7  |  0      |  0
  11027406  |   961.548  |  2350.452  |  1660.241  |   74.786  |  88.314  |  0.667  |   25.9  |  0      |  0
  11070918  |   766.452  |  1873.548  |  1181.712  |  103.568  |  66.168  |  0.689  |   90.1  |  1      |  0
  11074380  |   334.452  |   817.548  |   578.815  |   19.158  |  34.786  |  1.086  |   28.6  |  0      |  0
  11075448  |   953.457  |  2326.469  |  1686.960  |  205.444  |  78.101  |  2.851  |   30.0  |  0      |  1
  11075456  |  1030.850  |  2484.306  |  1802.711  |  448.530  |  84.659  |  1.794  |   20.9  |  0      |  1
  11081729  |  1155.484  |  2824.516  |  1940.604  |   19.236  |  90.019  |  0.113  |  778.8  |  0      |  0
  11082784  |   488.323  |  1193.677  |   853.121  |   28.583  |  49.485  |  1.013  |   28.9  |  0      |  0
  11083308  |   557.650  |  1321.570  |   902.282  |   41.545  |  51.208  |  1.331  |   28.9  |  0      |  1
  11098033  |   534.774  |  1307.226  |   935.760  |  127.778  |  51.248  |  2.976  |   28.6  |  0      |  0
  11127479  |  1102.645  |  2695.355  |  1853.148  |  117.882  |  90.870  |  0.636  |  205.1  |  0      |  0
  11133100  |   497.510  |  1124.542  |   832.774  |   60.755  |  43.085  |  2.678  |   28.9  |  0      |  1
  11137075  |   677.613  |  1656.387  |  1171.228  |    7.075  |  65.089  |  0.240  |  524.1  |  0      |  0
  11138101  |   420.382  |  1033.074  |   672.925  |   55.795  |  43.809  |  0.504  |   28.9  |  1      |  1
  11188219  |  1045.161  |  2554.839  |  1830.930  |  363.819  |  93.460  |  2.422  |   25.9  |  1      |  0
  11189107  |   506.903  |  1239.097  |   879.034  |  104.372  |  47.453  |  2.613  |   26.1  |  0      |  0
  11193681  |   434.903  |  1063.097  |   745.210  |    4.846  |  42.844  |  0.068  | 1051.4  |  0      |  0
  11229052  |   954.000  |  2332.000  |  1698.888  |  129.265  |  84.042  |  1.587  |   29.3  |  0      |  0
  11244118  |   824.516  |  2015.484  |  1386.781  |    5.910  |  71.373  |  0.029  | 1050.6  |  0      |  0
  11253226  |   951.097  |  2324.903  |  1661.131  |   10.567  |  77.053  |  0.050  | 1031.3  |  0      |  0
  11294717  |   610.258  |  1491.742  |   932.527  |   72.035  |  59.440  |  4.207  |   26.1  |  1      |  0
  11307875  |   172.452  |   421.548  |   300.217  |   12.340  |  19.935  |  0.206  |   28.8  |  0      |  0
  11389393  |   664.839  |  1625.161  |  1139.842  |   43.940  |  60.617  |  2.634  |   20.8  |  0      |  0
  11389437  |   716.516  |  1751.484  |  1228.753  |   35.932  |  67.924  |  1.065  |   25.8  |  0      |  0
  11395018  |   493.548  |  1206.452  |   846.580  |    5.437  |  47.785  |  0.046  |  593.9  |  0      |  0
  11401156  |   331.548  |   810.452  |   578.763  |   15.840  |  35.998  |  0.667  |   29.4  |  0      |  0
  11401708  |   397.161  |   970.839  |   672.048  |   15.023  |  40.161  |  0.218  |   92.4  |  0      |  0
  11414712  |   410.516  |  1003.484  |   753.703  |    3.540  |  43.827  |  0.031  | 1042.6  |  0      |  0
  11453915  |  1425.484  |  3484.516  |  2479.907  |  225.835  | 110.486  |  4.278  |   25.9  |  0      |  0
  11454149  |  1469.613  |  3592.387  |  2541.140  |  275.678  | 114.969  |  3.278  |   31.0  |  0      |  0
  11456910  |   782.222  |  1870.295  |  1306.889  |   81.898  |  68.652  |  2.428  |   28.9  |  0      |  1
  11460626  |   462.194  |  1129.806  |   801.428  |   71.793  |  48.039  |  1.866  |   29.6  |  0      |  0
  11467550  |   559.742  |  1368.258  |   967.517  |   48.106  |  54.540  |  2.930  |   29.9  |  0      |  0
  11496573  |   203.806  |   498.194  |   352.306  |    6.962  |  23.272  |  0.486  |   29.5  |  0      |  0
  11502597  |   759.484  |  1856.516  |  1300.999  |   34.573  |  69.525  |  0.499  |   92.5  |  0      |  0
  11506988  |   667.742  |  1632.258  |  1090.014  |   75.284  |  58.590  |  1.366  |   28.5  |  0      |  0
  11507653  |   789.097  |  1928.903  |  1356.154  |  178.186  |  70.218  |  2.313  |   33.4  |  0      |  0
  11554100  |   176.516  |   431.484  |   300.010  |    1.561  |  20.737  |  0.016  | 1049.2  |  0      |  0
  11558593  |   260.710  |   637.290  |   449.098  |   24.118  |  28.486  |  0.319  |   31.0  |  0      |  0
  11611414  |   674.710  |  1649.290  |  1121.172  |  193.554  |  68.810  |  2.558  |   28.9  |  0      |  0
  11620833  |   203.806  |   498.194  |   351.828  |   15.826  |  22.331  |  0.189  |   30.9  |  0      |  0
  11674236  |   494.129  |  1207.871  |   891.072  |   77.571  |  51.009  |  0.985  |   26.1  |  0      |  0
  11708273  |   796.645  |  1947.355  |  1364.401  |  166.460  |  72.909  |  1.790  |   25.9  |  0      |  0
  11709205  |   159.470  |   389.303  |   270.418  |    6.238  |  18.758  |  0.317  |   28.9  |  0      |  1
  11713510  |   720.581  |  1761.419  |  1257.002  |   13.809  |  68.759  |  0.124  |   92.6  |  0      |  0
  11717120  |   339.677  |   830.323  |   592.469  |    3.427  |  37.552  |  0.058  | 1049.0  |  0      |  0
  11722551  |   436.065  |  1065.936  |   752.112  |    7.671  |  43.774  |  0.356  |   25.9  |  0      |  0
  11723674  |   398.323  |   973.677  |   700.218  |   38.835  |  40.971  |  1.236  |   33.4  |  0      |  0
  11757831  |   726.387  |  1775.613  |  1264.228  |  172.171  |  63.939  |  5.484  |   29.5  |  0      |  0
  11771760  |   310.645  |   759.355  |   524.203  |    6.453  |  32.571  |  0.061  | 1051.1  |  0      |  0
  11772920  |  2032.258  |  4967.742  |  3428.780  |  132.364  | 157.619  |  0.133  | 1050.3  |  1      |  0
  11802939  |   363.628  |   873.036  |   574.103  |   95.784  |  36.719  |  1.619  |   20.9  |  1      |  1
  11802968  |   296.710  |   725.290  |   509.911  |   13.051  |  34.226  |  0.200  |   29.4  |  0      |  0
  11809558  |   307.669  |   703.937  |   502.665  |   13.418  |  30.455  |  0.351  |   31.1  |  0      |  1
  11817562  |   414.000  |  1012.000  |   727.257  |   81.703  |  41.097  |  2.008  |   28.6  |  0      |  0
  11862119  |   860.516  |  2103.484  |  1466.104  |   68.671  |  79.730  |  4.151  |   24.9  |  0      |  0
  11873252  |   156.194  |   381.806  |   267.975  |    9.110  |  19.946  |  1.063  |    9.7  |  0      |  0
  11911418  |   336.774  |   823.226  |   577.336  |   16.945  |  35.667  |  0.495  |   28.5  |  0      |  0
  11919192  |   524.323  |  1281.677  |   891.262  |   31.007  |  46.697  |  2.372  |   33.2  |  0      |  0
  11962180  |   604.452  |  1477.548  |  1033.713  |   49.542  |  56.370  |  4.419  |   30.9  |  0      |  0
  11968749  |   172.774  |   347.226  |   267.829  |    1.488  |  18.845  |  0.048  |  577.5  |  0      |  0
  11971746  |  1109.613  |  2712.387  |  1925.190  |   82.352  |  90.535  |  2.079  |   24.9  |  0      |  0
  12009504  |  1060.258  |  2591.742  |  1861.263  |   10.808  |  88.295  |  0.051  | 1020.2  |  0      |  0
  12011630  |  1487.032  |  3634.968  |  2616.838  |  230.734  | 129.718  |  2.409  |   29.4  |  0      |  0
  12020532  |   216.000  |   528.000  |   375.935  |    8.486  |  22.941  |  0.512  |   29.3  |  0      |  0
  12055375  |   761.226  |  1860.774  |  1513.148  |   51.771  |  73.770  |  1.289  |   28.9  |  0      |  0
  12058443  |   205.548  |   502.452  |   354.160  |    5.515  |  23.934  |  0.139  |   28.9  |  0      |  0
  12069127  |   481.355  |  1176.645  |   886.915  |   13.380  |  48.386  |  0.088  |  517.9  |  0      |  0
  12069424  |  1248.387  |  3051.613  |  2187.205  |    8.105  | 103.493  |  0.020  |  868.1  |  0      |  0
  12069569  |   475.617  |  1112.794  |   737.053  |   88.590  |  44.687  |  1.217  |   31.1  |  0      |  1
  12117868  |  1035.267  |  2654.272  |  1859.173  |  132.754  |  93.695  |  1.223  |   31.1  |  0      |  1
  12156916  |   819.871  |  2004.129  |  1441.854  |   59.830  |  76.174  |  0.829  |   30.0  |  0      |  0
  12253255  |   563.162  |  1341.549  |   896.813  |  118.743  |  46.872  |  2.651  |   30.8  |  0      |  1
  12258514  |   870.968  |  2129.032  |  1494.074  |    5.617  |  74.968  |  0.029  | 1044.8  |  0      |  0
  12265063  |   762.968  |  1865.032  |  1324.832  |  231.336  |  67.875  |  2.408  |   29.2  |  1      |  0
  12304142  |   726.968  |  1777.032  |  1230.117  |   53.627  |  64.485  |  1.078  |   29.4  |  0      |  0
  12307366  |   188.710  |   461.290  |   324.963  |    1.580  |  21.443  |  0.097  | 1050.5  |  0      |  0
  12317678  |   718.839  |  1757.161  |  1248.595  |    7.932  |  63.573  |  0.037  | 1047.5  |  0      |  0
  12352180  |   609.097  |  1488.903  |  1045.275  |   45.546  |  57.366  |  0.405  |   30.8  |  0      |  0
  12366681  |   383.226  |   936.774  |   690.176  |   22.716  |  39.276  |  0.280  |   87.8  |  0      |  0
  12507240  |   664.839  |  1625.161  |  1134.391  |   39.700  |  58.912  |  2.329  |   26.1  |  0      |  0
  12508433  |   460.452  |  1125.548  |   792.809  |    3.442  |  45.180  |  0.134  | 1049.5  |  0      |  0
  12735580  |   675.871  |  1652.129  |  1265.068  |  104.498  |  61.341  |  2.154  |   28.9  |  0      |  0
